Fecha, Hora, Temp. Ambiental (DHT11), Humedad (DHT11), CO2 PPM (MQ135),  Temp. Corporal (MLX90614), Pulso Card. (MAX30102), Oxigenacion (MAX30102)
04/12/2024, 02:43:21, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:43:27, 21.40, 54.00, 83, 19.77, 0.00, 0.00
04/12/2024, 02:43:33, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:43:40, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:43:46, 21.40, 54.00, 85, 19.79, 0.00, 0.00
04/12/2024, 02:43:52, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:43:59, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:44:05, 21.40, 54.00, 83, 19.77, 0.00, 0.00
04/12/2024, 02:44:11, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:44:18, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:44:24, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:44:31, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:44:37, 21.40, 54.00, 83, 19.71, 0.00, 0.00
04/12/2024, 02:44:43, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:44:50, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:44:56, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:45:02, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:45:09, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:45:15, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:45:21, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:45:28, 21.40, 54.00, 83, 19.71, 0.00, 0.00
04/12/2024, 02:45:34, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:45:40, 21.40, 54.00, 83, 19.77, 0.00, 0.00
04/12/2024, 02:45:47, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:45:53, 21.40, 54.00, 83, 19.77, 0.00, 0.00
04/12/2024, 02:45:59, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:46:06, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:46:12, 21.40, 54.00, 85, 19.79, 0.00, 0.00
04/12/2024, 02:46:18, 21.40, 54.00, 83, 19.73, 0.00, 0.00
04/12/2024, 02:46:25, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:46:31, 21.40, 54.00, 83, 19.79, 0.00, 0.00
04/12/2024, 02:46:37, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:46:44, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:46:50, 21.40, 54.00, 83, 19.71, 0.00, 0.00
04/12/2024, 02:46:56, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:47:03, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:47:09, 21.40, 54.00, 83, 19.67, 0.00, 0.00
04/12/2024, 02:47:15, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:47:22, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:47:28, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:47:34, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:47:41, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:47:47, 21.40, 54.00, 83, 19.77, 0.00, 0.00
04/12/2024, 02:47:53, 21.40, 54.00, 83, 19.77, 0.00, 0.00
04/12/2024, 02:48:00, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:48:06, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:48:12, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:48:19, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:48:25, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:48:31, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:48:38, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:48:44, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:48:51, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:48:57, 21.40, 54.00, 83, 19.71, 0.00, 0.00
04/12/2024, 02:49:03, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:49:10, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:49:16, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:49:22, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:49:29, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:49:35, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:49:41, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:49:48, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:49:54, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:50:00, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:50:07, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 02:50:13, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:50:19, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:50:26, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:50:32, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:50:38, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:50:45, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:50:51, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:50:57, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:51:04, 21.40, 54.00, 85, 19.77, 0.00, 0.00
04/12/2024, 02:51:10, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:51:16, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:51:23, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:51:29, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:51:35, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:51:42, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:51:48, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:51:54, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:52:01, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:52:07, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:52:13, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:52:20, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:52:26, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:52:32, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:52:39, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:52:45, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:52:51, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:52:58, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:53:04, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:53:10, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:53:17, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:53:23, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:53:30, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:53:36, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:53:42, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:53:49, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:53:55, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:54:01, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:54:08, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:54:14, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:54:20, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:54:27, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:54:33, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:54:39, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 02:54:46, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:54:52, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:54:58, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:55:05, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:55:11, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:55:17, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:55:24, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:55:30, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:55:36, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:55:43, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:55:49, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:55:55, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:56:02, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:56:08, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:56:14, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:56:21, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:56:27, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:56:33, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:56:40, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:56:46, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:56:52, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:56:59, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:57:05, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:57:11, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:57:18, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:57:24, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:57:30, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:57:37, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:57:43, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:57:50, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:57:56, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:58:02, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:58:09, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:58:15, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:58:21, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 02:58:28, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:58:34, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 02:58:40, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:58:47, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:58:53, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:58:59, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:59:06, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:59:12, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 02:59:18, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:59:25, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 02:59:31, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:59:37, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 02:59:44, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:59:50, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 02:59:56, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:00:03, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:00:09, 21.40, 54.00, 85, 19.73, 0.00, 0.00
04/12/2024, 03:00:15, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:00:22, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:00:28, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:00:34, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:00:41, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:00:47, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:00:53, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:01:00, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:01:06, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:01:12, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:01:19, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:01:25, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:01:31, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:01:38, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:01:44, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:01:50, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:01:57, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:02:03, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:02:10, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:02:16, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:02:22, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:02:29, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:02:35, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:02:41, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:02:48, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:02:54, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:03:00, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:03:07, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:03:13, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:03:19, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:03:26, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:03:32, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:03:38, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:03:45, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:03:51, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:03:57, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:04:04, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:04:10, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:04:16, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:04:23, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:04:29, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:04:35, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:04:42, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:04:48, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:04:54, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:05:01, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:05:07, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:05:13, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:05:20, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:05:26, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:05:32, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:05:39, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:05:45, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:05:51, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:05:58, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:06:04, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:06:10, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:06:17, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:06:23, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:06:29, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:06:36, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:06:42, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:06:49, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:06:55, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:07:01, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:07:08, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:07:14, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:07:20, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:07:27, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:07:33, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:07:39, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:07:46, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:07:52, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:07:58, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:08:05, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:08:11, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:08:17, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:08:24, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:08:30, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:08:36, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:08:43, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:08:49, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:08:55, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:09:02, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:09:08, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:09:14, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:09:21, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:09:27, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:09:33, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:09:40, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:09:46, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:09:52, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:10:05, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:10:11, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:10:18, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:10:30, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:10:37, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:10:49, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:10:56, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:11:02, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:11:09, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:11:15, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:11:21, 21.40, 54.00, 88, 19.61, 0.00, 0.00
04/12/2024, 03:11:28, 21.40, 54.00, 88, 19.61, 0.00, 0.00
04/12/2024, 03:11:34, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:11:40, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:11:47, 21.40, 54.00, 88, 19.61, 0.00, 0.00
04/12/2024, 03:12:06, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:12:12, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:12:18, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:12:25, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:12:31, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:12:37, 21.40, 54.00, 85, 19.71, 0.00, 0.00
04/12/2024, 03:12:44, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:12:50, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:12:56, 21.40, 54.00, 85, 19.51, 0.00, 0.00
04/12/2024, 03:13:03, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:13:09, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:13:22, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:13:28, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:13:34, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:13:41, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:13:47, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:13:53, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:14:00, 21.40, 54.00, 85, 19.51, 0.00, 0.00
04/12/2024, 03:14:06, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:14:12, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:14:19, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:14:25, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:14:31, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:14:38, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:14:44, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:14:50, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:14:57, 21.40, 54.00, 88, 19.57, 0.00, 0.00
04/12/2024, 03:15:03, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:15:09, 21.40, 54.00, 88, 19.61, 0.00, 0.00
04/12/2024, 03:15:16, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:15:22, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:15:29, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:15:35, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:15:41, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:15:48, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:15:54, 21.40, 54.00, 88, 19.61, 0.00, 0.00
04/12/2024, 03:16:00, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:16:07, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:16:13, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:16:19, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:16:26, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:16:32, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:16:38, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:16:45, 21.40, 54.00, 85, 19.67, 0.00, 0.00
04/12/2024, 03:16:51, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:16:57, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:17:04, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:17:10, 21.40, 54.00, 88, 19.55, 0.00, 0.00
04/12/2024, 03:17:16, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:17:23, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:17:29, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:17:35, 21.40, 54.00, 85, 19.61, 0.00, 0.00
04/12/2024, 03:17:42, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:17:48, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:17:54, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:18:01, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:18:07, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:18:13, 21.40, 54.00, 85, 19.63, 0.00, 0.00
04/12/2024, 03:18:20, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:18:26, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:18:32, 21.40, 54.00, 85, 19.57, 0.00, 0.00
04/12/2024, 03:18:39, 21.40, 54.00, 88, 19.57, 0.00, 0.00
04/12/2024, 03:18:45, 21.40, 54.00, 85, 19.55, 0.00, 0.00
04/12/2024, 03:18:58, 21.40, 54.00, 88, 19.61, 0.00, 0.00
